ACTDT,YEAR,YR_QTR,ACTION,APP_NO,FM,NUMBER,STREET,ST_TYPE,BLOCK,LOT,BLOCKLOT,DESCRIPT,EXT_USE,PROP_USE,AFF_HSG,AFF_TARGET,UNITS,NETUNITS,planning_district_number,planning_district,supervisor_district,analysis_neighborhood,the_geom
2015/06/18,2015,2015_Q2,CFC ISSUED,201410017846,8,350,ROLPH,ST,6445,012,6445012,COMPLIANCE OF NOV #201484651 - ADD ONE NEW BATH & PLAY ROOM AT GROUND FLOOR.,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Excelsior,"(37.71302368502, -122.435831954963)"
2015/07/30,2015,2015_Q3,COMPLETE,201401146235,3,1155,CHURCH,ST,3650,028,3650028,CHANGE OF USE TO CONVERT LOWER FLR OF LOWER UNIT INTO AN (E) 2 UNIT BUILDING INTO A 3RD UNIT. SCOPE OF INTERIOR WORK TO INCLUDE A NEW KITCHEN & THE RECONFIGURATION OF (2) BATHROOMS & A FAMILY ROOM INTO A BEDROOM & THE REMOVAL OF A STAIR AS SHOWN ON APPL#,APARTMENTS,APARTMENTS,0,,3,1,7,Central,8,Noe Valley,"(37.752393843078, -122.427194236984)"
2012/07/31,2012,2012_Q3,CFC ISSUED,200710195923,2,277,SAN CARLOS,ST,3596,017A,3596017A,"TO ERECT 4 STORIES, 2 FAMILY DWELLINGS UNIT.",,2 FAMILY DWELLING,0,,2,2,8,Mission,9,Mission,"(37.759027736578, -122.419695985738)"
2013/10/03,2013,2013_Q4,CFC ISSUED,201012166843,1,1190,MISSION,ST,3702,052,3702052,,,,63,LI,418,418,4,Downtown,6,South of Market,"(37.778752630419, -122.413131703738)"
2013/09/10,2013,2013_Q3,CFC ISSUED,201202274911,3,3962,CLAY,ST,0991,015,0991015,,APARTMENTS,1 FAMILY DWELLING,0,,1,-2,1,Richmond,2,Presidio Heights,"(37.787912063404, -122.458440669946)"
2010/03/25,2010,2010_Q1,CFC ISSUED,200701121646,2,145,AMES,ST,3632,038,3632038,"TO ERECT 3 STORIES, SINGLE FAMILY DWELLING UNIT.",,1 FAMILY DWELLING,0,,1,1,8,Mission,8,Mission,"(37.75420562189, -122.423448537932)"
2006/03/20,2006,2006_Q1,CFC ISSUED,200502024568,3,1615,FULTON,ST,1185,036,1185036,DWELLING MERGER FROM 4 TO 2 UNITS. PROVIDE COPY OF CFC TO HIS FOR RECORDS.,APARTMENTS,2 FAMILY DWELLING,0,,2,-2,5,Western Addition,5,Lone Mountain/USF,"(37.775946501617, -122.443537416802)"
2010/08/26,2010,2010_Q3,FINAL INSPECT/APPRVD,200707187161,6,324,CORTLAND,AV,5677,022,5677022,DEMOLISH  A TWO STORY OFFICE AND 1 RESIDENTIAL UNIT BUILDING.,1 FAMILY DWELLING,,0,,-1,-1,11,Bernal Heights,9,Bernal Heights,"(37.739039013686, -122.418034750698)"
2013/09/06,2013,2013_Q3,COMPLETE,200607136479,6,14,COSTA,ST,5557,008,5557008,,1 FAMILY DWELLING,,0,,-1,-1,11,Bernal Heights,9,Bernal Heights,"(37.744788971042, -122.40616760781)"
2015/05/12,2015,2015_Q2,COMPLETE,201503302270,8,158,WILSON,ST,7164,051,7164051,TO COMPLY WITH NOV 201411734 - RELOCAATE W/D AND LAUNDRY SINK TO GARAGE PER PLAN,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Outer Mission,"(37.708746884604, -122.460246771355)"
2007/03/07,2007,2007_Q1,CFC ISSUED,200401285107,2,1905,MISSION,ST,3553,029,3553029,"ERECT A FIVE STORY, 24 UNIT RESIDENTIAL BLDG WITH COML",,APARTMENTS,3,MOD,24,24,8,Mission,9,Mission,"(37.766559762664, -122.419547808933)"
2011/02/01,2011,2011_Q1,CFC ISSUED,200903124021,3,467,DUBOCE,AV,3537,093,3537093,"CONVERT SINGLE FAMILY HOME TO 2 DWELLING UNITS. ADD KITCHEN & OCCUPANCY SEPARATION WALL, ADD ONE WINDOW, REMOVE SKYLIGHT, WORK IS ON 467 DUBOCE REAR BLDG ONLY.",1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,6,Buena Vista,8,Castro/Upper Market,"(37.769105903823, -122.43068441488)"
2011/02/02,2011,2011_Q1,CFC ISSUED,200703095864,2,2603,HYDE,ST,0026,038,0026038,"ERECT 4 STORIES, 3 DWELLING UNITS BLDG.",,APARTMENTS,0,,3,3,3,Northeast,2,Russian Hill,"(37.804972898356, -122.420470301662)"
2010/05/07,2010,2010_Q2,CFC ISSUED,200912103040,8,598,29TH,ST,6621,025,6621025,TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER APP #200606295331. ALL WORK IS COMPLETE. FRONT BUILDING - MOVE 3RD FLOOR DWELLING UNIT INTO 1ST FLOOR.,2 FAMILY DWELLING,APARTMENTS,1,SEC,3,1,7,Central,8,Noe Valley,"(37.743539488644, -122.433157618462)"
2015/11/13,2015,2015_Q4,COMPLETE,201410068116,8,5328,ANZA,ST,1500,020,1500020,"REPAIR FIRE, SMOKE & WATER DAMAGED RESIDENCE. REMOVE (E) UNWARRANTED UNIT, RECONFIGURE LOWER LEVEL TO MAKE ONE LEGAL UNIT. REMOVE PART OF WALL BETWEEN KITCHEN AND DINING ON 2ND FLOOR UNIT.",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,-1,1,Richmond,1,Outer Richmond,"(37.777461867141, -122.505555826353)"
2011/06/23,2011,2011_Q2,CFC ISSUED,201001194971,3,340,KEARNY,ST,0269,008,0269008,"T.I. FOR SHOE REPAIR SHOP. ACCESSIBILTY UPGRADES, 2 RESTROOMS, LIGHTING & ELECTRICAL THROUGHOUT. NEW STAIRWELL & DOOR TO BELDEN LANE. 2 STUDIO APARTMENTS ON LEVEL 3, ACCESS STAIR & HAYCH TO ROOF & WINDOW REPLACEMENT-SITE PERMIT.",RETAIL SALES,2 FAMILY DWELLING,0,,2,2,4,Downtown,3,Financial District/South Beach,"(37.791335264749, -122.403933908563)"
2005/01/24,2005,2005_Q1,CFC ISSUED,200406015217,8,1048,HAMPSHIRE,ST,4152,010,4152010,REMSOVE O,,,0,,0,-1,8,Mission,9,Mission,"(37.755356140801, -122.407818250295)"
2015/07/17,2015,2015_Q3,COMPLETE,201505085733,8,1400,GEARY,BL,0697,039,0697039,4TH FLR UNITS 4 C&D: INTERIOR REMODEL: 2 STUDIO UNITS CONVERTED TO ONE BEDROOM UNIT WITH A FULL BATH AND POWDER ROOM. THERE IS NO EXTERIOR WORK.,MISC GROUP RESIDNS.,MISC GROUP RESIDNS.,0,,298,-1,5,Western Addition,5,Japantown,"(37.785547361795, -122.42714718593)"
2009/09/03,2009,2009_Q3,CFC ISSUED,200706053088,3,68,VALLEY,ST,6616,020,6616020,REMODEL AND HORIZONTAL ADDITION AT REAR AND WEST SIDE TO CREATE NEW UNIT #1. REMODEL OF (E) 2ND FLOOR INCLUDE REMOVAL OF 93 SQ FT AT WEST SIDE/REAR. VERTICAL ADDITION FOR (N) 3RD FLOOR,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,7,Central,8,Noe Valley,"(37.744931268701, -122.423741508162)"
2006/09/28,2006,2006_Q3,CFC ISSUED,200402035401,3,2405,OCTAVIA,ST,0578,005,0578005,"ADD NEW GARAGE,REMODEL OF (E) UNITS, CREATION OF NEW 2 STORY UNITS",APARTMENTS,APARTMENTS,0,,5,-2,2,Marina,2,Pacific Heights,"(37.79465488508, -122.428567172604)"
2015/11/13,2015,2015_Q4,COMPLETE,201207265893,2,3820,24TH,ST,3651,017,3651017,ERECT 4-STORY TYPE V RESIDENTIAL OVER 1 COMMERCIAL BLDG.,APARTMENTS,APARTMENTS,0,,4,4,7,Central,8,Noe Valley,"(37.751911491179, -122.428001147818)"
2013/02/27,2013,2013_Q1,FINAL INSPECT/APPRVD,201207316124,1,333,HARRISON,ST,3766,009,3766009,,,APARTMENTS,49,LI,326,326,9,South of Market,6,Financial District/South Beach,"(37.786582985403, -122.391222121755)"
2015/05/19,2015,2015_Q2,COMPLETE,200803207576,3,435,DUBOCE,AV,3537,087,3537087,"CONVERT CHURCH USE PORTION TO RESIDENTIAL USE BY ADDING 3 RESIDENTIAL DWELLING UNITS TO THE BLDG. MAINTAINING THE CURRENT COMMERCIAL PERMITTED USE, INCREASING PARKING TO MEET THE SF CODE REQUIREMENTS (.75 SPACE PER DWELLING UNIT). UPGRADE STRUCTURAL (SEI",APARTMENTS,APARTMENTS,0,,5,3,6,Buena Vista,8,Castro/Upper Market,"(37.769169975776, -122.429874449801)"
2006/10/16,2006,2006_Q4,CFC ISSUED,200109188571,3,3973,23RD,ST,3653,031,3653031,RENOVATE EXTG DWELLING ON ALL FLOORS,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,7,Central,8,Noe Valley,"(37.75282400573, -122.431388723306)"
2009/04/13,2009,2009_Q1,FINAL INSPECT/APPRVD,200602134513,6,21,WOOD,ST,1069,004,1069004,DEMOLITION OF A TWO STORY ONE RESIDENTIAL DWELLING UNIT,1 FAMILY DWELLING,,0,,-1,-1,1,Richmond,2,Presidio Heights,"(37.78342614181, -122.449627888687)"
2011/01/12,2011,2011_Q1,CFC ISSUED,201011024173,8,77,SALA,TR,7044C,002,7044C002,"REMOVE ILLEGAL KITCEN AND LEGALIZE BEDROOM, STUDY, LAUNDRY, BATHROOM AT GR FLOOR",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Outer Mission,"(37.714317895023, -122.446077927718)"
2013/06/28,2013,2013_Q2,CFC ISSUED,201208016263,8,1044,PRAGUE,ST,6460,008,6460008,,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Excelsior,"(37.710366988174, -122.437603302657)"
2012/03/23,2012,2012_Q1,FINAL INSPECT/APPRVD,201110277740,8,1248,LEAVENWORTH,ST,0220,027,0220027,"MINOR CHANGES TO 200710165569: 3 SKYLIGHTS AND EXTERIOR DELETE ANGEL AT BAY WINDOWS, FRONT WINDOWS. SPIRAL STAIR TO REAR YARD INSTEAD OF STRAIGHT RUN STAIR. INTERIOR: MINOR FLOOR PLAN CHANGES TO BATHS, CLOSETS, KITCHENS. STRUCTURAL: MINOR STURCTURAL CHAN",,APARTMENTS,0,,3,3,3,Northeast,3,Nob Hill,"(37.792785097644, -122.415779558722)"
2007/09/12,2007,2007_Q3,FINAL INSPECT/ APPRVD,200504200481,2,1300,EDDY,ST,0733,002,0733002,BLDG #26 -  TO ERECT 3 STORIES 1 FAMILY DWELLING,,1 FAMILY DWELLING,0,,1,1,5,Western Addition,5,Western Addition,"(37.782066986442, -122.429620729525)"
2015/07/21,2015,2015_Q3,COMPLETE,201504093267,8,1242,39TH,AV,1712,007I,1712007I,"COMPLY WITH NOV 201537651, REMOVE ILLEGAL PARTITION & KITCHEN @ GARAGE; ADD 1 BEDROOM, 2 BATHS, 1 FAMILY ROOM, 1 FAMILY ROOM. NO STRUCTURAL",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,15,Outer Sunset,4,Sunset/Parkside,"(37.763671343204, -122.498313147476)"
2015/12/22,2015,2015_Q4,COMPLETE,201501216220,2,161,SUMMIT,WY,7331,230,7331230,"TYPE C - ERECT 4-STORY, TYPE 5, 1 BASEMENT, 2 DWELLING UNITS BUILDING.",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,2,13,Ingleside,7,Lakeshore,"(37.715254282845, -122.47613640215)"
2017/12/05,2017,2017_Q4,TCO ISSUED,201210242702,1,1785,15TH,ST,3555,086,3555086,,,APARTMENTS,,,9,9,,,,,
2007/01/04,2007,2007_Q1,FINAL INSPECT/ APPRVD,200701030852,8,4041,18TH,ST,3583,081,3583081,"PA# 2004/01/12/3824 CORRECT ADDRESS FROM 4039-18TH ST TO ""4039-18TH ST(RESTAURANT); 4041-18TH ST(APT) 4041A-18TH ST (APT)",1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,7,Central,8,Castro/Upper Market,"(37.760783735925, -122.433660339921)"
2005/08/31,2005,2005_Q3,CFC ISSUED,200504190316,8,426,28TH,AV,1459,024,1459024,RENEW EXP,,,0,,0,1,1,Richmond,1,Outer Richmond,"(37.78133971591, -122.487730544059)"
2013/07/11,2013,2013_Q3,FINAL INSPECT/APPRVD,201212136126,3,466,SANCHEZ,ST,3581,012,3581012,,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,7,Central,8,Castro/Upper Market,"(37.761682301322, -122.430953402849)"
2009/09/09,2009,2009_Q3,PRE-FINAL,200307159523,2,17,PRESIDIO,TR,1355,034,1355034,ERECT A 3 STORIES 1 DWELLING BLDG.,,1 FAMILY DWELLING,0,,1,1,1,Richmond,2,Inner Richmond,"(37.787849337074, -122.461719468572)"
2014/10/17,2014,2014_Q4,TCO ISSUED,201207205377,1,2175,MARKET,ST,3543,011,3543011,"ERECT 6 STORIES , 88 DWELLING UNIT.TYPE 5 OVER 1",,APARTMENTS,18,LI,88,88,7,Central,8,Castro/Upper Market,"(37.766336914691, -122.429876644191)"
2013/06/18,2013,2013_Q2,CFC ISSUED,201305106674,8,2659,LEAVENWORTH,ST,0027,001D,0027001D,,2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,-1,3,Northeast,2,Russian Hill,"(37.805687279973, -122.418956472153)"
2005/05/17,2005,2005_Q2,CFC ISSUED,200410287932,8,120,PEABODY,ST,6305,004,6305004,ABATE ONE,,,0,,0,-1,12,South Central,10,Visitacion Valley,"(37.710875995364, -122.407489646927)"
2007/11/29,2007,2007_Q4,FINAL INSPECT/ APPRVD,200212113306,2,38,TEDDY,AV,6204,012,6204012,ERECT THREE STORY SINGLE FAMILY DWELLING.,,1 FAMILY DWELLING,0,,1,1,12,South Central,10,Visitacion Valley,"(37.713527697487, -122.402869827457)"
2010/10/27,2010,2010_Q4,CFC ISSUED,200706204574,2,1740,09TH,AV,2041,031,2041031,"TO ERECT 4 STORY, 2 FAMILY DWELLING BUILDING.",,2 FAMILY DWELLING,0,,2,2,14,Inner Sunset,7,Inner Sunset,"(37.755775986051, -122.465419867082)"
2009/04/24,2009,2009_Q1,CFC ISSUED,200612200272,2,60,TEDDY,AV,6204,070,6204070,ERECT A NEW 2 STORY SINGLE FAMILY DWELLING UNIT.,,1 FAMILY DWELLING,0,,1,1,12,South Central,10,Visitacion Valley,"(37.713652743198, -122.403426391346)"
2014/08/21,2014,2014_Q3,COMPLETE,201402188771,1,1841,STOCKTON,ST,0076,005,0076005,TO OBTAIN FINAL INSPECTION FOR WORK APPROVED UNDER PA#200302197737 ALL WORK IS COMPLETE.,VACANT LOT,2 FAMILY DWELLING,0,,2,2,3,Northeast,3,North Beach,"(37.80264720938, -122.410001245709)"
2017/12/12,2017,2017_Q4,SITE VERIFICATION,201312043354,3,885,FRANKLIN,ST,0744,020,0744020,PLANNING APPLICATION FOR PARKING REDUCTION. RE-CONFIGURE PARKINGSPACE. ADD 3 APARTMENTS.,APARTMENTS,APARTMENTS,,,24,3,5,Western Addition,5,Western Addition,"(37.782405777332, -122.422649416151)"
2011/12/06,2011,2011_Q4,CFC ISSUED,201009221404,3,3162,TURK,BL,1141,016,1141016,TO LEGALIZE EXISTING 2ND UNITS ON UPPER 3RD LEVEL.,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,1,Richmond,1,Lone Mountain/USF,"(37.777553955223, -122.457965963716)"
2005/04/04,2005,2005_Q2,FINAL INSPECT/APPRVD,200209196880,6,149,PANAMA,ST,7178,012,7178012,TO DEMOLI,,,0,,0,-1,13,Ingleside,7,Oceanview/Merced/Ingleside,"(37.709452433605, -122.46872700843)"
2013/07/11,2013,2013_Q3,CFC ISSUED,201306078911,8,99,NIAGRA,AV,7031,015,7031015,,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Outer Mission,"(37.716708037407, -122.443453260963)"
2015/11/10,2015,2015_Q4,COMPLETE,201303011275,2,562,28TH,ST,6604,016,6604016,ERECT THREE STORY SINGLE FAMILY DWELLING.,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,1,7,Central,8,Noe Valley,"(37.745069371789, -122.434741721575)"
2013/07/25,2013,2013_Q3,CFC ISSUED,201302130118,8,1222,08TH,AV,1743,042,1743042,,2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,-1,14,Inner Sunset,5,Inner Sunset,"(37.765483700808, -122.465026388698)"
2005/11/10,2005,2005_Q4,CFC ISSUED,200303270847,2,1532,TREAT,AV,5524,090,5524090,ERECT A T,,,0,,0,2,11,Bernal Heights,9,Bernal Heights,"(37.746230993466, -122.412779614071)"
2006/11/17,2006,2006_Q4,CFC ISSUED,200411038481,3,4969,17TH,ST,1289,059,1289059,"REMODEL TWO FLOORS THROUGHOUT MERGE TWO UNITS TO SINGLE FAMILY DWELLING EXISTING ""ELLIS ACT"" PROPERTY.",2 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,7,Central,5,Inner Sunset,"(37.76130164612, -122.451485235337)"
2013/04/16,2013,2013_Q2,COMPLETE,200903113857,3,55,DOLORES,ST,3534,026A,3534026A,,APARTMENTS,APARTMENTS,1,SEC,6,1,8,Mission,8,Mission,"(37.76831722553, -122.426297659668)"
2013/03/21,2013,2013_Q1,CFC ISSUED,201009080460,2,2135,GREENWICH,ST,0516,028A,0516028A,,,2 FAMILY DWELLING,0,,2,2,2,Marina,2,Marina,"(37.798830868359, -122.434816417629)"
2014/03/04,2014,2014_Q1,COMPLETE,9410161,6,814,HAYES,ST,0804,029,0804029,DEMOLISH SINGLE FAMILY DWELLING,1 FAMILY DWELLING,,0,,-1,-1,5,Western Addition,5,Hayes Valley,"(37.776235591588, -122.429945935271)"
2014/09/30,2014,2014_Q3,COMPLETE,201310078710,3,1432,YORK,ST,4335,001E,4335001E,COMPLY WITH NOV #201318321. LEGALIZE LOWER UNIT (397 SQ FT).,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,8,Mission,9,Mission,"(37.749181398355, -122.408129226296)"
2005/08/17,2005,2005_Q3,OK,200012117630,1,333,01ST,ST,3748,032,3748032,ERECT A 2,,,14,MOD,171,136,9,South of Market,6,Financial District/South Beach,"(37.787029404257, -122.39360596952)"
2006/03/13,2006,2006_Q1,CFC ISSUED,200410227491,2,520,CLIPPER,ST,6545,045,6545045,TO BUILD A NEW 3 STORY SINGLE FAMILY DWELLING UNIT.,,1 FAMILY DWELLING,0,,1,1,7,Central,8,Noe Valley,"(37.748978272211, -122.436640126213)"
2006/02/06,2006,2006_Q1,CFC ISSUED,200109188621,2,116,CAYUGA,AV,6753,062,6753062,"NEW BUILDING - 2 STORIES, 1 DWELLING UNIT.",,1 FAMILY DWELLING,0,,1,1,12,South Central,8,Outer Mission,"(37.7313561168, -122.431012360371)"
2014/03/13,2014,2014_Q1,FINAL INSPECT/APPRVD,201303192495,8,4849,MISSION,ST,6272,018,6272018,COMPLY WITH NOV# 200736730. TO COMPLETE WORK AND OBTAIN FINAL INSPECTION OF WORK APPROVED UNDER PA# 200105300305,1 FAMILY DWELLING,1 FAMILY DWELLING,1,SEC,2,1,12,South Central,11,Excelsior,"(37.720710177299, -122.437487435009)"
2007/03/05,2007,2007_Q1,CFC ISSUED,200405184212,3,520,CHESTNUT,ST,0052,009,0052009,RENOVATION OF G/F & STREET FACING PORTION OF 1ST FLOOR PROVIDING A PKG GARAGE IN BASEMENT,APARTMENTS,APARTMENTS,2,MOD,20,20,3,Northeast,3,North Beach,"(37.80418998526, -122.412116017245)"
2005/10/14,2005,2005_Q4,CFC ISSUED,200404060602,2,638,CAMBRIDGE,ST,6034,055,6034055,"ERECT A THREE STORY, ONE UNIT RESIDENTIAL DWELLING",,,0,,0,1,12,South Central,9,Portola,"(37.723382826316, -122.417482664157)"
2015/03/04,2015,2015_Q1,COMPLETE,201202174464,2,639,PERALTA,AV,5634,014,5634014,"TO ERECT 2 STORIES, 1 BASEMENT, 2 FAMILY RESIDENTIAL.",2 FAMILY DWELLING,2 FAMILY DWELLING,0,,2,2,11,Bernal Heights,9,Bernal Heights,"(37.742527737027, -122.408589196254)"
2015/05/26,2015,2015_Q2,COMPLETE,201405155807,2,305,SUMMIT,WY,7331,087,7331087,"TO ERECT 2 STORIES, 1 BASEMENT, SINGLE FAMILY RESIDENTIAL BUILDING. ** THIS IS A IDENTICAL PLAN OF PA# 2012/09/11/9424 ISSUED ON 10/07/2013. PER TOM LE OF SFDBI, THIS APPLICATION IS QUALIFIED FOR REDUCED PLAN REVIEW FEE PER SFBC 107A.3.1. REF PA# 2012/0",1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,1,13,Ingleside,7,Lakeshore,"(37.714877827281, -122.475263914798)"
2010/04/16,2010,2010_Q2,CFC ISSUED,200806174696,3,1839,LAGUNA,ST,0662,005,0662005,"REDUCE UNIT COUNT FROM 3 TO 2 UNITS. INTERIOR & EXTERIOR REMODEL AT FIRST LEVEL, RELOCATED NEW STAIR FROM DECK @ 2ND LEVEL, SMALL HORIZONTAL EXPANSION @ 1ST LEVEL. NEW DOORS & WINDOWS, RENOVATED BATH & KITCHEN.HORIZ. EXPANSION VARIANCE GRANTED  5/14/200*",APARTMENTS,2 FAMILY DWELLING,0,,2,-1,5,Western Addition,5,Pacific Heights,"(37.788144411975, -122.428998383987)"
2017/12/20,2017,2017_Q4,COMPLETE,200903174286,3,212,23RD,AV,1411,022,1411022,"ADD 3 FT REAR ADDTIONAL SPACE FOR MASTER BEDROOM ON 3RD FLOOR. ADD 29 SQ. FT. TO KITCHEN SPACE ON 2ND FLOOR. INSTALL 1 BEDROOM, ONE BATH  NEW SECOND UNIT ON 1ST FLOOR.",1 FAMILY DWELLING,2 FAMILY DWELLING,,,2,1,1,Richmond,1,Outer Richmond,"(37.783651389993, -122.482573158628)"
2005/09/13,2005,2005_Q3,CFC ISSUED,9911983S,2,305,FRANCONIA,ST,5556,053,5556053,ERECT A N,,,0,,0,1,11,Bernal Heights,9,Bernal Heights,"(37.74481954392, -122.407407225729)"
2010/03/02,2010,2010_Q1,FINAL INSPECT/APPRVD,200807287809,6,2950,FILLMORE,ST,0540,017,0540017,"TO DEMOLISH 2 DWELLING UNITS, 3-STORY BLDG.",2 FAMILY DWELLING,,0,,-2,-2,2,Marina,2,Marina,"(37.796819119326, -122.435173662201)"
2014/07/16,2014,2014_Q3,CFC ISSUED,200911191706,3,2645,BALBOA,ST,1617,032B,1617032B,CONVERT A 2 STORY SINGLE FAMILY DWELLING INTO A 3 STORY 2 UNIT BUILDING BY A VERTICAL & HORIZONTAL ADDITION,1 FAMILY DWELLING,2 FAMILY DWELLING,1,SEC,2,1,1,Richmond,1,Outer Richmond,"(37.775940228842, -122.487380763687)"
2006/08/04,2006,2006_Q3,FINAL INSPECT/ APPRVD,200208073409,3,2260,VAN NESS,AV,0571,013,0571013,"PROPOSED VERTICAL ADDITION & ALTERATION TO (E) BLDG., ADD 2 RESIDENTIAL UNITS OVER COMM'L",FOOD/BEVERAGE HND,2 FAMILY DWELLING,0,,2,2,3,Northeast,3,Russian Hill,"(37.796614353417, -122.423191924702)"
2006/06/20,2006,2006_Q2,CFC ISSUED,200103194595,2,2717,PINE,ST,1049,032,1049032,ERECT 3-STORY TYPE-5 STRUCTURE,,2 FAMILY DWELLING,0,,2,2,5,Western Addition,2,Pacific Heights,"(37.786760040956, -122.440814205935)"
2008/06/05,2008,2008_Q2,CFC ISSUED,200603297845,2,3344,MARKET,ST,2717,004F,2717004F,TO ERECT 2 STORY SINGLE FAMILY DWELLING AND BASEMENT BUILDING.,,1 FAMILY DWELLING,0,,1,1,7,Central,8,Castro/Upper Market,"(37.757865196411, -122.443883057809)"
2006/07/06,2006,2006_Q3,FINAL INSPECT/ APPRVD,200411199724,6,590,SHOTWELL,ST,3594,015,3594015,DEMOLISH 1 STORY OF 1 DWELLING UNIT.,ARTIST LIVE/WORK,,0,,1,-1,8,Mission,9,Mission,"(37.759041702674, -122.415998525064)"
2012/08/07,2012,2012_Q3,CFC ISSUED,201101037790,3,1089,FRANCISCO,ST,0477,017D,0477017D,CONVERT 2 DWELLING UNITS TO 1. INTERIOR REMODEL. REPLACE WINDOWS REMOVE (E) EXT STAIR IN LIGHTWELL (WEST). INFILL (EAST) LIGHT WELL @ GROUND FLOOR. REPAIRE FACADE. REPLACE GARAGE DOOR. CONVERT AREA AT REAR OF GARAGE TO HABITABLE.,2 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,3,Northeast,2,Russian Hill,"(37.803260657655, -122.42299561417)"
2007/12/28,2007,2007_Q4,PRE-FINAL,200504200401,2,1300,EDDY,ST,0733,002,0733002,BLDG #9 - TO ERECT 3 STORIES OF 1 FAMILY DWELLING.,,1 FAMILY DWELLING,0,,1,1,5,Western Addition,5,Western Addition,"(37.782066986442, -122.429620729525)"
2015/05/13,2015,2015_Q2,COMPLETE,201211284969,2,119,HABITAT,TR,7148,068,7148068,ERECT 3 STORIES OF ONE DWELLING UNIT.  119 HABITAT TERRACE.,1 FAMILY DWELLING,1 FAMILY DWELLING,1,MOD,1,1,13,Ingleside,11,Oceanview/Merced/Ingleside,"(37.710893694372, -122.459735761317)"
2015/02/26,2015,2015_Q1,COMPLETE,201410098488,8,831,GENEVA,AV,6969,005B,6969005B,COMPLY WITH NOV #201497881. LEGALIZE REMOVAL OF ALL INTERIOR FINISHES ON 2ND FLOOR AND INSTALL 5/8 TYPE X ON 2ND FLOOR EXTG WALLS AND CEILING. REPAIR IN KIND EXTG STAIRS TO LEGALIZE. REMOVE BEYOND SCOPE OT APP#201408274701.,1 FAMILY DWELLING,1 FAMILY DWELLING,0,,1,-1,12,South Central,11,Outer Mission,"(37.717633296798, -122.44165913689)"
2008/08/13,2008,2008_Q3,FINAL INSPECT/APPRVD,200702264920,6,519,29TH,ST,6630,043,6630043,"DEMO TYPE 5, RESIDENTIAL, SINGLE FAMILY DWELLLING.",1 FAMILY DWELLING,,0,,-1,-1,7,Central,8,Noe Valley,"(37.743158582488, -122.431637202289)"
2005/10/28,2005,2005_Q4,CFC ISSUED,200402045589,3,4071,18TH,ST,3583,118,3583118,RENEW 200,,,0,,0,2,7,Central,8,Castro/Upper Market,"(37.760708442032, -122.43437462648)"
2014/06/27,2014,2014_Q2,COMPLETE,201403039669,8,3666,17TH,ST,3566,035,3566035,"FOR ADMINISTRATIVE PURPOSES ONLY PER RON TOM,  RECORD UPDATE AND CLASSIFY BUILDING AS 3 UNITS, 3666A, 3666b, 3668. PA #8510025 scope of work was ChangeD of Use from R3 to R2. That permit expired and must either be renewed or new permit or plans submitted",2 FAMILY DWELLING,APARTMENTS,1,SEC,3,1,7,Central,8,Castro/Upper Market,"(37.763158867546, -122.427792562856)"
2005/04/06,2005,2005_Q2,CFC ISSUED,200503036666,3,172,FAIRMOUNT,ST,6663,015A,6663015A,FOR ADMIN,,,0,,0,-1,7,Central,8,Glen Park,"(37.739133101637, -122.42691205637)"
2006/09/01,2006,2006_Q3,PRE-FINAL,9921812S,2,675,TOWNSEND,ST,3799,007,3799007,ERECT A 3 STORY 148 RESIDENTIAL BLDG WITH RETAIL,,APARTMENTS,15,MOD,148,148,9,South of Market,10,Mission Bay,"(37.770389321046, -122.402693268967)"
2012/05/23,2012,2012_Q2,CFC ISSUED,200801233098,1,1345,TURK,ST,0756,050,0756050,TYPE V RESIDENTIAL STRUCTURE - 32 UNITS,,APARTMENTS,32,LI,32,32,5,Western Addition,5,Western Addition,"(37.780327977589, -122.431262140575)"
